name,category,province,address,phone,website,rating,review_count,google_maps_url,type,priority
Lingkar Psikologi Jakarta (Konseling Corner),Rumah Sakit Jiwa,DKI Jakarta,"Jl. Medan Merdeka Sel. No.11, RT.11/RW.2",,0895-0417-3418,,,https://www.google.com/maps/place/Lingkar+Psikologi+Jakarta+%28Konseling+Corner%29/data=!4m7!3m6!1s0x2e69f52d1effa3b7:0x34acc6dc0ac6d0e4!8m2!3d-6.1816849!4d106.8248018!16s%2Fg%2F11l33qsywl!19sChIJt6P_Hi31aS4R5NDGCtzGrDQ?authuser=0&hl=id&rclk=1,Psychiatric Hospital,4
Rumah Sakit Jiwa Islam Klender,Rumah Sakit Jiwa,DKI Jakarta,·,886,(021) 8622491,,,https://www.google.com/maps/place/Rumah+Sakit+Jiwa+Islam+Klender/data=!4m7!3m6!1s0x2e698ca2e32007df:0x5f61b559bcce8aa6!8m2!3d-6.2221307!4d106.9331145!16s%2Fg%2F1pzwy8llr!19sChIJ3wcg46KMaS4RporOvFm1YV8?authuser=0&hl=id&rclk=1,Psychiatric Hospital,4
Ruang Psikologi RSUP Fatmawati Jakarta Selatan,Rumah Sakit Jiwa,DKI Jakarta,"PQ8W+HCM Instalasi Rehabilitasi Medis, RSUP Fatmawati, Gedung Azalea, Jl. RS. Fatmawati Raya, RT.1/RW.10",,0877-8621-121,,,https://www.google.com/maps/place/Ruang+Psikologi+RSUP+Fatmawati+Jakarta+Selatan/data=!4m7!3m6!1s0x2e69f164170031db:0x8ea04928b755b817!8m2!3d-6.2835455!4d106.7960329!16s%2Fg%2F11q2vx9gg6!19sChIJ2zEAF2TxaS4RF7hVtyhJoI4?authuser=0&hl=id&rclk=1,Psychiatric Hospital,4
Rainbow Castle Pusat,Pusat Kesehatan Anak,DKI Jakarta,"Jl. Zamrud Raya No.28, RT.5/RW.4",,0811-1180-0500,,,https://www.google.com/maps/place/Rainbow+Castle+Pusat/data=!4m7!3m6!1s0x2e69f162d93cf683:0xaab031c28b0bee9e!8m2!3d-6.1614382!4d106.869882!16s%2Fg%2F11bxgns3mj!19sChIJg_Y82WLxaS4Rnu4Li8IxsKo?authuser=0&hl=id&rclk=1,Mental Health Service,7
Smart Mind Center Consulting,Klinik Kesehatan Mental,DKI Jakarta,"Jl. Komp. Green Garden No.10 Blk A2, RT.2/RW.3",,0823-1232-8069,,,https://www.google.com/maps/place/Smart+Mind+Center+Consulting/data=!4m7!3m6!1s0x2e69f7c4aa648267:0x2fa3981fdcc3cc58!8m2!3d-6.1629796!4d106.7605529!16s%2Fg%2F11dxbm5p6t!19sChIJZ4JkqsT3aS4RWMzD3B-Yoy8?authuser=0&hl=id&rclk=1,Mental Health Service,7
Klinik Denata Griya Konseling,Klinik Kesehatan Mental,DKI Jakarta,"Jl. Cipayung II No.19 5, RT.5/RW.7",,(021) 7223682,,,https://www.google.com/maps/place/Klinik+Denata+Griya+Konseling/data=!4m7!3m6!1s0x2e69f15d6dc72ef3:0x1211503522e9755d!8m2!3d-6.2371789!4d106.8081319!16s%2Fg%2F11c0vk0kgb!19sChIJ8y7HbV3xaS4RXXXpIjVQERI?authuser=0&hl=id&rclk=1,Mental Health Service,7
Klinik Terpadu Tumbuh Kembang Anak Dan Remaja Pela 9,Klinik Medis,DKI Jakarta,"Jl. Kramat Pela No.9, RT.1/RW.4",,(021) 7205132,,,https://www.google.com/maps/place/Klinik+Terpadu+Tumbuh+Kembang+Anak+Dan+Remaja+Pela+9/data=!4m7!3m6!1s0x2e69f172ca30c6e9:0xde923581fde28b7d!8m2!3d-6.2494229!4d106.7934032!16s%2Fg%2F1vl5d5t1!19sChIJ6cYwynLxaS4RfYvi_YE1kt4?authuser=0&hl=id&rclk=1,Mental Health Service,7
Yayasan Pulih,Yayasan,DKI Jakarta,"Jl. Tlk. Ratai No.5, RT.2/RW.8",,(021) 78842580,,,https://www.google.com/maps/place/Yayasan+Pulih/data=!4m7!3m6!1s0x2e69edf5a11be8ed:0xa484a3fbf5958d31!8m2!3d-6.300936!4d106.836972!16s%2Fg%2F1tgz7sgw!19sChIJ7egbofXtaS4RMY2V9fujhKQ?authuser=0&hl=id&rclk=1,Mental Health Service,7
Smile Consulting Indonesia,Konsultan,DKI Jakarta,"BIRO PSIKOLOGI Jl. Raya Daan Mogot No.63 5 5, RT.5/RW.1",,0818-0676-7555,,,https://www.google.com/maps/place/Smile+Consulting+Indonesia/data=!4m7!3m6!1s0x2e69f7f4e3906b05:0x11e481a1d897461e!8m2!3d-6.1656728!4d106.7817072!16s%2Fg%2F11h_5xpzxx!19sChIJBWuQ4_T3aS4RHkaX2KGB5BE?authuser=0&hl=id&rclk=1,Mental Health Service,7
Klinik Tumbuh Kembang Anak & Remaja Pela 9 Tomang,Pusat Kesehatan Anak,DKI Jakarta,"Jl. Talaud No.10 10, RT.10/RW.4",,(021) 63854307,,,https://www.google.com/maps/place/Klinik+Tumbuh+Kembang+Anak+%26+Remaja+Pela+9+Tomang/data=!4m7!3m6!1s0x2e69f67b0ab6627f:0x417c6765ad5d41f2!8m2!3d-6.1708834!4d106.8092062!16s%2Fg%2F1pztl96mp!19sChIJf2K2Cnv2aS4R8kFdrWVnfEE?authuser=0&hl=id&rclk=1,Mental Health Service,7
Psikiatri Napza,Psikoterapis,DKI Jakarta,"Rsup Fatmawati, Jl. RS. Fatmawati Raya No.4 No. 74, RT.4/RW.9",,(021) 7501524,,,https://www.google.com/maps/place/Psikiatri+Napza/data=!4m7!3m6!1s0x2e69f1e0c1214401:0x83c627876c2e17b8!8m2!3d-6.2960667!4d106.7956616!16s%2Fg%2F1pp2x5sk7!19sChIJAUQhweDxaS4RuBcubIcnxoM?authuser=0&hl=id&rclk=1,Mental Health Service,7
Smart Mind Center RS Gading Pluit,Klinik Kesehatan Mental,DKI Jakarta,"RS Gading Pluit, Jl. Boulevard Timur, RT.5/RW.2",,0818-334-435,,,https://www.google.com/maps/place/Smart+Mind+Center+RS+Gading+Pluit/data=!4m7!3m6!1s0x2e698b5870225b29:0xed2af831cb9ea075!8m2!3d-6.1664102!4d106.9159621!16s%2Fg%2F11fjmfxbwn!19sChIJKVsicFiLaS4RdaCeyzH4Ku0?authuser=0&hl=id&rclk=1,Mental Health Service,7
Klinik Satelit UI Makara,Klinik Medis,DKI Jakarta,·,,(021) 78888176,,,https://www.google.com/maps/place/Klinik+Satelit+UI+Makara/data=!4m7!3m6!1s0x2e69ed5c4cdb3c2b:0xc71f5a9fd9b00591!8m2!3d-6.361219!4d106.8225653!16s%2Fg%2F11cll76xts!19sChIJKzzbTFztaS4RkQWw2Z9aH8c?authuser=0&hl=id&rclk=1,Mental Health Service,7
Klinik Dr. Asianto Supargo,Psikiater,Jambi,Jl. Pangeran Diponegoro,1600,(0741) 23977,,,https://www.google.com/maps/place/Klinik+Dr.+Asianto+Supargo/data=!4m7!3m6!1s0x2e2588da2f70f177:0xccf2ae61a02f596d!8m2!3d-1.596317!4d103.6224725!16s%2Fg%2F11cnbz97k6!19sChIJd_FwL9qIJS4RbVkvoGGu8sw?authuser=0&hl=id&rclk=1,Psychiatrist,1
Bina Jatidiri Madiri,Psikiater,Jambi,"9JQ4+JCM, Jl. Syamsu Bahroen",,(0741) 61046,,,https://www.google.com/maps/place/Bina+Jatidiri+Madiri/data=!4m7!3m6!1s0x2e2588934706c437:0xee1d014cbe4f086b!8m2!3d-1.6109172!4d103.6060497!16s%2Fg%2F1pzr3_fwl!19sChIJN8QGR5OIJS4RawhPvkwBHe4?authuser=0&hl=id&rclk=1,Psychiatrist,1
Praktek Psikolog Dian Syafitrah,Psikolog,Jambi,Jl. Ki Bajuri,,0853-8186-0113,,,https://www.google.com/maps/place/Praktek+Psikolog+Dian+Syafitrah/data=!4m7!3m6!1s0x2e258f1653baccc9:0x3960328b578a7a68!8m2!3d-1.6277317!4d103.6442672!16s%2Fg%2F11fn3_bhk6!19sChIJycy6UxaPJS4RaHqKV4syYDk?authuser=0&hl=id&rclk=1,Psychologist,2
Omah Sejiwa,Psikolog,Jambi,Jl. KH Ahmad Dahlan No.56,,0853-6739-6748,,,https://www.google.com/maps/place/Omah+Sejiwa/data=!4m7!3m6!1s0x2e258937c7242e03:0xca9a157c2b5897ce!8m2!3d-1.5957433!4d103.6093757!16s%2Fg%2F11m0rv_67j!19sChIJAy4kxzeJJS4RzpdYK3wVmso?authuser=0&hl=id&rclk=1,Psychologist,2
Biro Psikologi Talenta,Psikolog,Jambi,"Jl. H. Bumin Hasan No.40, RT.034",0800,0811-7456-270,,,https://www.google.com/maps/place/Biro+Psikologi+Talenta/data=!4m7!3m6!1s0x2e2588be2e37284d:0x59c8ddd62c08210f!8m2!3d-1.6127606!4d103.6149153!16s%2Fg%2F11cp5hg4h6!19sChIJTSg3Lr6IJS4RDyEILNbdyFk?authuser=0&hl=id&rclk=1,Psychologist,2
"Praktik Psikolog Yashika Angesti Faradhiga M. Psi., Psikolog",Psikolog,Jambi,·,,0812-7834-8661,,,"https://www.google.com/maps/place/Praktik+Psikolog+Yashika+Angesti+Faradhiga+M.+Psi.,+Psikolog/data=!4m7!3m6!1s0x2e258f8a87683635:0x71069a840e5e021b!8m2!3d-1.6223982!4d103.6683531!16s%2Fg%2F11swmbm814!19sChIJNTZoh4qPJS4RGwJeDoSaBnE?authuser=0&hl=id&rclk=1",Psychologist,2
"Praktek Psikolog Diah, M.Psi., Psikolog",Psikolog,Jambi,Jl. Iswahyudi No.114,,0821-8443-3004,,,"https://www.google.com/maps/place/Praktek+Psikolog+Diah,+M.Psi.,+Psikolog/data=!4m7!3m6!1s0x2e258fcfd304f975:0xe67e7ea203e2662e!8m2!3d-1.6234901!4d103.6412145!16s%2Fg%2F11v0y5mq__!19sChIJdfkE08-PJS4RLmbiA6J-fuY?authuser=0&hl=id&rclk=1",Psychologist,2
Inspirasi Sehati Biro Psikologi,Psikolog,Jambi,Lorong Kolombia,,,,,https://www.google.com/maps/place/Inspirasi+Sehati+Biro+Psikologi/data=!4m7!3m6!1s0x2e258939d750ee67:0xef66aeaf3fda93b4!8m2!3d-1.6220096!4d103.5956889!16s%2Fg%2F11pvcw_vdg!19sChIJZ-5Q1zmJJS4RtJPaP6-uZu8?authuser=0&hl=id&rclk=1,Psychologist,2
Biro Konsultasi Home Psikologi,Psikolog,Jambi,Jl. St. Baharudin No.15,,0812-7456-718,,,https://www.google.com/maps/place/Biro+Konsultasi+Home+Psikologi/data=!4m7!3m6!1s0x2e25890065aff421:0x122bf4d61225ec83!8m2!3d-1.6150898!4d103.6105079!16s%2Fg%2F11yt8jm6fx!19sChIJIfSvZQCJJS4Rg-wlEtb0KxI?authuser=0&hl=id&rclk=1,Psychologist,2
"Praktik Psikolog Syaripah Aini, M. Psi., Psikolog",Psikolog,Jambi,Perumahan Jl. Blk. J Bougenville Lestari No.RT. 31 Blok DL 02,0800,0821-4439-0017,,,"https://www.google.com/maps/place/Praktik+Psikolog+Syaripah+Aini,+M.+Psi.,+Psikolog/data=!4m7!3m6!1s0x2e2587004302c20f:0xb3ff869292d5d223!8m2!3d-1.630892!4d103.5457319!16s%2Fg%2F11xmwl1_w7!19sChIJD8ICQwCHJS4RI9LVkpKG_7M?authuser=0&hl=id&rclk=1",Psychologist,2
Inner-Q Konsultan Psikologi,Psikolog,Jambi,Jl. Iswahyudi No.44,0800,,,,https://www.google.com/maps/place/Inner-Q+Konsultan+Psikologi/data=!4m7!3m6!1s0x2e258f545d301227:0x28b22de45bdad61e!8m2!3d-1.6253908!4d103.6398474!16s%2Fg%2F11h3bhf5qr!19sChIJJxIwXVSPJS4RHtbaW-Qtsig?authuser=0&hl=id&rclk=1,Psychologist,2
Primera Psychological Consulting & Assessment Center,Psikolog,Jambi,·,,0852-1217-1529,,,https://www.google.com/maps/place/Primera+Psychological+Consulting+%26+Assessment+Center/data=!4m7!3m6!1s0x2e2589d51f546289:0x125149008bd7c21d!8m2!3d-1.621163!4d103.5951397!16s%2Fg%2F11qbh2pm9j!19sChIJiWJUH9WJJS4RHcLXiwBJURI?authuser=0&hl=id&rclk=1,Psychologist,2
Klinik Psikologi RS Rapha Theresia,Klinik Kesehatan Mental,Jambi,8JC7+6CQ,,,,,https://www.google.com/maps/place/Klinik+Psikologi+RS+Rapha+Theresia/data=!4m7!3m6!1s0x2e2587002c7ed6f5:0x70be5c812f466d2c!8m2!3d-1.6794007!4d103.6135951!16s%2Fg%2F11wr4prxws!19sChIJ9dZ-LACHJS4RLG1GL4FcvnA?authuser=0&hl=id&rclk=1,Psychology Clinic,3
Poliklinik Psikologi RSJ Daerah Provinsi Jambi,Rumah Sakit Jiwa,Jambi,9HP2+5JX,,,,,https://www.google.com/maps/place/Poliklinik+Psikologi+RSJ+Daerah+Provinsi+Jambi/data=!4m7!3m6!1s0x2e2589001b157e1d:0x347a48491933da5e!8m2!3d-1.6142201!4d103.5520621!16s%2Fg%2F11w9nv0yky!19sChIJHX4VGwCJJS4RXtozGUlIejQ?authuser=0&hl=id&rclk=1,Psychiatric Hospital,4
Rumah Sakit Jiwa Daerah Provinsi Jambi,Rumah Sakit Jiwa,Jambi,·,,(0741) 580254,,,https://www.google.com/maps/place/Rumah+Sakit+Jiwa+Daerah+Provinsi+Jambi/data=!4m7!3m6!1s0x2e25881a2f1a3b39:0xe9701698b3410f19!8m2!3d-1.6144399!4d103.5517973!16s%2Fg%2F1pzrfjkfw!19sChIJOTsaLxqIJS4RGQ9Bs5gWcOk?authuser=0&hl=id&rclk=1,Psychiatric Hospital,4
Klinik Koseling Umum Jambi,Jasa Konsultasi CV,Jambi,·,1700,0813-8486-7648,,,https://www.google.com/maps/place/Klinik+Koseling+Umum+Jambi/data=!4m7!3m6!1s0x2e2589c996364b0d:0xecc58be2214db9f5!8m2!3d-1.5957105!4d103.5694859!16s%2Fg%2F11qmx92rh9!19sChIJDUs2lsmJJS4R9blNIeKLxew?authuser=0&hl=id&rclk=1,Mental Health Service,7
Mental Health Center Jambi & Hipnoterapi,Klinik Kesehatan Mental,Jambi,"Jl. Yulius Usman Lrg. Kelapa Gading 3 No.67, RT.19/RW.Kelurahan Pematang",,0877-6875-7100,,,https://www.google.com/maps/place/Mental+Health+Center+Jambi+%26+Hipnoterapi/data=!4m7!3m6!1s0x2e258955a1cdd287:0x9c67f78d0539a0f6!8m2!3d-1.6021053!4d103.5614962!16s%2Fg%2F11y12w65fz!19sChIJh9LNoVWJJS4R9qA5BY33Z5w?authuser=0&hl=id&rclk=1,Mental Health Service,7
"Apotek Mensana Farma & Mental Health Care (MHC) Cirebon Psikiater, Psikolog, Hipnoterapi,Jasa Mediasi Ciayumajakuning",Psikolog,Jawa Barat,"Komplek Ruko Permata Hijau, Jl. Brigjen Darsono No.10 Kav.2",,0812-2047-5783,,,"https://www.google.com/maps/place/Apotek+Mensana+Farma+%26+Mental+Health+Care+%28MHC%29+Cirebon+Psikiater,+Psikolog,+Hipnoterapi,Jasa+Mediasi+Ciayumajakuning/data=!4m7!3m6!1s0x2e6f1ddc54e045f1:0x4be19850ced8f1bd!8m2!3d-6.7306933!4d108.540374!16s%2Fg%2F11kqsdb795!19sChIJ8UXgVNwdby4RvfHYzlCY4Us?authuser=0&hl=id&rclk=1",Psychiatrist,1
"dr Kiki Puspitasari, Sp. KJ (Psikiater)",Psikiater,Jawa Barat,Jl. Kyai H. Usman Dhomiri No.33/77c,,0812-2920-2548,,,"https://www.google.com/maps/place/dr+Kiki+Puspitasari,+Sp.+KJ+%28Psikiater%29/data=!4m7!3m6!1s0x2e68e5a0a6311b99:0x74332ab7dc5ecb1!8m2!3d-6.8711377!4d107.5343503!16s%2Fg%2F11kx3h3fk0!19sChIJmRsxpqDlaC4RsezFfasyQwc?authuser=0&hl=id&rclk=1",Psychiatrist,1
Psikiater Anak dan Remaja Dr. dr. Suzy Yusna Dewi SPKJ (K) Mars,Psikiater,Jawa Barat,"Ruko sentra niaga Kalimalang, blok b6 No.7, RT.001/RW.005",,0812-9183-9309,,,https://www.google.com/maps/place/Psikiater+Anak+dan+Remaja+Dr.+dr.+Suzy+Yusna+Dewi+SPKJ+%28K%29+Mars/data=!4m7!3m6!1s0x2e698da325f2cc8b:0x97cb674c331a4985!8m2!3d-6.2443539!4d106.9917415!16s%2Fg%2F11vr5n5kj2!19sChIJi8zyJaONaS4RhUkaM0xny5c?authuser=0&hl=id&rclk=1,Psychiatrist,1
Praktek Psikolog Anisa Rahmawati,Psikiater,Jawa Barat,"CQ7C+PJM, Jl. Sindang Barang Pengkolan, RT.02/RW.12",,0812-8785-513,,,https://www.google.com/maps/place/Praktek+Psikolog+Anisa+Rahmawati/data=!4m7!3m6!1s0x2e69c4557715d473:0xc39a5d0e6c9ed26e!8m2!3d-6.5856635!4d106.7715347!16s%2Fg%2F11b6d2v2jc!19sChIJc9QVd1XEaS4RbtKebA5dmsM?authuser=0&hl=id&rclk=1,Psychiatrist,1
"Dr. Kartidjo, Sp.KJ",Psikiater,Jawa Barat,Jl. Mohamad Hatta No.208,,(0265) 313938,,,"https://www.google.com/maps/place/Dr.+Kartidjo,+Sp.KJ/data=!4m7!3m6!1s0x2e6f50aba6a6adb5:0x7c0617b821db0352!8m2!3d-7.3144666!4d108.2295942!16s%2Fg%2F1pzrjpxk7!19sChIJta2mpqtQby4RUgPbIbgXBnw?authuser=0&hl=id&rclk=1",Psychiatrist,1
Dr. Psikiater,Dokter Umum,Jawa Barat,Jl. Aceh No.129,,(022) 4261653,,,https://www.google.com/maps/place/Dr.+Psikiater/data=!4m7!3m6!1s0x2e68e7cb1e01a2e5:0x2234be6c2923a796!8m2!3d-6.9095795!4d107.6233457!16s%2Fg%2F11b6dpvlq0!19sChIJ5aIBHsvnaC4RlqcjKWy-NCI?authuser=0&hl=id&rclk=1,Psychiatrist,1
Dokter Andy Soemara Sp.K.J(Psikiater),Dokter,Jawa Barat,·,187,0812-2006-296,,,https://www.google.com/maps/place/Dokter+Andy+Soemara+Sp.K.J%28Psikiater%29/data=!4m7!3m6!1s0x2e68e658b360d5ef:0xb9d71b908b8dadf9!8m2!3d-6.8882492!4d107.6038669!16s%2Fg%2F11b60rx3m9!19sChIJ79Vgs1jmaC4R-a2Ni5Ab17k?authuser=0&hl=id&rclk=1,Psychiatrist,1
Suponco Edi W Dr,Psikiater,Jawa Barat,"Perumnas Karang Anyar, Blok 7-116",,(0260) 413406,,,https://www.google.com/maps/place/Suponco+Edi+W+Dr/data=!4m7!3m6!1s0x2e693c99fac93269:0x8327228612dc883d!8m2!3d-6.5511415!4d107.7695499!16s%2Fg%2F1pzywnq69!19sChIJaTLJ-pk8aS4RPYjcEoYiJ4M?authuser=0&hl=id&rclk=1,Psychiatrist,1
Praktek Psikolog Riyanda Utari S.Psi M.Psi Psikolog,Psikolog,Jawa Barat,kamper Elok. 1 Cluster Kamper Bumi Panyawangan Cileunyi 40263,,0817-9292-462,,,https://www.google.com/maps/place/Praktek+Psikolog+Riyanda+Utari+S.Psi+M.Psi+Psikolog/data=!4m7!3m6!1s0x2e68c3c77af2e609:0x5fb04c069c526af6!8m2!3d-6.9439151!4d107.7394727!16s%2Fg%2F11pyydlbjy!19sChIJCebyesfDaC4R9mpSnAZMsF8?authuser=0&hl=id&rclk=1,Psychologist,2
Praktek Psikolog Novy Yulianty,Psikolog,Jawa Barat,"Komplek Padasuka Indah A-2, RT.02/RW.13",,0818-0200-1033,,,https://www.google.com/maps/place/Praktek+Psikolog+Novy+Yulianty/data=!4m7!3m6!1s0x2e68e5e58b5ab765:0x858d609cb624b8e0!8m2!3d-6.8696296!4d107.5258731!16s%2Fg%2F11p5lg0jk7!19sChIJZbdai-XlaC4R4LgktpxgjYU?authuser=0&hl=id&rclk=1,Psychologist,2
Yayasan Praktek Psikolog Indonesia Cabang Bandung,Psikolog,Jawa Barat,"Graha Mulia Sejahtera, Jl. Terusan Jakarta No.175 A",,0812-1345-8601,,,https://www.google.com/maps/place/Yayasan+Praktek+Psikolog+Indonesia+Cabang+Bandung/data=!4m7!3m6!1s0x2e68e790b663a47f:0xa6153f0e5bae6e70!8m2!3d-6.9128789!4d107.6578919!16s%2Fg%2F11pyzd4nfk!19sChIJf6RjtpDnaC4RcG6uWw4_FaY?authuser=0&hl=id&rclk=1,Psychologist,2
Yayasan Praktek Psikolog Indonesia Cabang Bandung 2,Psikolog,Jawa Barat,"Esitrack, Jl. Pecah Kopi No.22",,0812-1345-8601,,,https://www.google.com/maps/place/Yayasan+Praktek+Psikolog+Indonesia+Cabang+Bandung+2/data=!4m7!3m6!1s0x2e68e7d91a9b7f1f:0xb019c46cb582237e!8m2!3d-6.8953261!4d107.6334394!16s%2Fg%2F11k3wq23rk!19sChIJH3-bGtnnaC4RfiOCtWzEGbA?authuser=0&hl=id&rclk=1,Psychologist,2
Terapi dan Konsultasi Psikologi,Psikolog,Jawa Barat,Jl. Otista,,0852-4516-2629,,,https://www.google.com/maps/place/Terapi+dan+Konsultasi+Psikologi/data=!4m7!3m6!1s0x2e68b1448bfa036f:0x6a06ff6e9e5d01c4!8m2!3d-7.1911032!4d107.8869553!16s%2Fg%2F11j4z0yqry!19sChIJbwP6i0SxaC4RxAFdnm7_Bmo?authuser=0&hl=id&rclk=1,Psychologist,2
Praktek psikolog - Anahata Layanan Psikologi (Sri Suci),Psikolog,Jawa Barat,·,22,0821-3868-1319,,,https://www.google.com/maps/place/Praktek+psikolog+-+Anahata+Layanan+Psikologi+%28Sri+Suci%29/data=!4m7!3m6!1s0x2e68e88be3a0eccf:0xb39e7ce75691f1ef!8m2!3d-6.9405467!4d107.6154414!16s%2Fg%2F11g6p4xbrp!19sChIJz-yg44voaC4R7_GRVud8nrM?authuser=0&hl=id&rclk=1,Psychologist,2
Triumi,Psikolog,Jawa Barat,·,49,0811-1510-900,,,https://www.google.com/maps/place/Triumi/data=!4m7!3m6!1s0x2e68e79d230c28a1:0x16d8120ea26e1296!8m2!3d-6.9245923!4d107.6088323!16s%2Fg%2F11g0mcfkjc!19sChIJoSgMI53naC4RlhJuog4S2BY?authuser=0&hl=id&rclk=1,Psychologist,2
Namirah Psikolog,Psikolog,Jawa Barat,Jl. Sariasih II No.1,,0815-7157-715,,,https://www.google.com/maps/place/Namirah+Psikolog/data=!4m7!3m6!1s0x2e68e69cf8955b9d:0x8d01aabb03b4b865!8m2!3d-6.8751044!4d107.5773803!16s%2Fg%2F11g9qg84bj!19sChIJnVuV-JzmaC4RZbi0A7uqAY0?authuser=0&hl=id&rclk=1,Psychologist,2
Existensi Biro Psikologi,Psikolog,Jawa Barat,·,190308,(0251) 8335420,,,https://www.google.com/maps/place/Existensi+Biro+Psikologi/data=!4m7!3m6!1s0x2e69c5b811703f35:0x18a736674cf7a604!8m2!3d-6.598702!4d106.7917375!16s%2Fg%2F11b6_c876b!19sChIJNT9wEbjFaS4RBKb3TGc2pxg?authuser=0&hl=id&rclk=1,Psychologist,2
PSY CENTER MEDIKA ANTAPANI,Psikolog,Jawa Barat,Jl. Purwakarta No.3,,0813-2200-1987,,,https://www.google.com/maps/place/PSY+CENTER+MEDIKA+ANTAPANI/data=!4m7!3m6!1s0x2e68e7ef27ba012b:0x7afb0499d3607d00!8m2!3d-6.9137724!4d107.6519438!16s%2Fg%2F11b60q495s!19sChIJKwG6J-_naC4RAH1g05kE-3o?authuser=0&hl=id&rclk=1,Psychologist,2
Biro Psikologi Psy Center Puwakarta 148,Psikolog,Jawa Barat,Jl. Purwakarta No.148,,0813-2200-1987,,,https://www.google.com/maps/place/Biro+Psikologi+Psy+Center+Puwakarta+148/data=!4m7!3m6!1s0x2e68e7364bb44905:0xf4dfe97b928d9fb6!8m2!3d-6.9173714!4d107.656931!16s%2Fg%2F11g215f9t2!19sChIJBUm0SzbnaC4Rtp-Nknvp3_Q?authuser=0&hl=id&rclk=1,Psychologist,2
Praktek Psikolog Klinis Dewasa & Anak Bandung-Seimbang.or,Psikolog,Jawa Barat,·,,0822-1965-2028,,,https://www.google.com/maps/place/Praktek+Psikolog+Klinis+Dewasa+%26+Anak+Bandung-Seimbang.or/data=!4m7!3m6!1s0x2e68e7da06f43283:0x6e806552d6838238!8m2!3d-6.9064158!4d107.6171773!16s%2Fg%2F11v3mgly7b!19sChIJgzL0BtrnaC4ROIKD1lJlgG4?authuser=0&hl=id&rclk=1,Psychologist,2
Psycenter Pijar Potensia Katapang,Psikolog,Jawa Barat,Gg. Gandasoli I No.14 Lantai 2,,0822-3124-7694,,,https://www.google.com/maps/place/Psycenter+Pijar+Potensia+Katapang/data=!4m7!3m6!1s0x2e68ef559cf626cb:0xefd6a7ea1b6500a6!8m2!3d-7.024314!4d107.5489779!16s%2Fg%2F11hnmddlt7!19sChIJyyb2nFXvaC4RpgBlG-qn1u8?authuser=0&hl=id&rclk=1,Psychologist,2
Lembaga Jasa Psikologi Karawang - Deepa Psikologi,Psikolog,Jawa Barat,"Universitas Singaperbangsa Karawang, Jl. Ronggowaluyo, Perumahan Mahkota Regency, Depan No.mor 18 blok k1",,0852-9140-7885,,,https://www.google.com/maps/place/Lembaga+Jasa+Psikologi+Karawang+-+Deepa+Psikologi/data=!4m7!3m6!1s0x2e6977ccb7c97673:0x8c09fedf5f020339!8m2!3d-6.3261167!4d107.3066638!16s%2Fg%2F11dzzxptqb!19sChIJc3bJt8x3aS4ROQMCX9_-CYw?authuser=0&hl=id&rclk=1,Psychologist,2
Endra Nawawi. S. Psi. M. Psi. Psikolog,Psikolog,Jawa Barat,·,,0812-2054-077,,,https://www.google.com/maps/place/Endra+Nawawi.+S.+Psi.+M.+Psi.+Psikolog/data=!4m7!3m6!1s0x2e6f515ec4f89329:0x9042276fa34303b6!8m2!3d-7.2992141!4d108.1985717!16s%2Fg%2F11lgm4rmd6!19sChIJKZP4xF5Rby4RtgNDo28nQpA?authuser=0&hl=id&rclk=1,Psychologist,2
Selaras Persona Indonesia & Konsela,Psikolog,Jawa Barat,Jl. Gn. Tangkuban Perahu Lippo No.006 Blk A,,0888-1681-777,,,https://www.google.com/maps/place/Selaras+Persona+Indonesia+%26+Konsela/data=!4m7!3m6!1s0x2e699bc95ed1d6bf:0x51bb606d9883ca61!8m2!3d-6.3539581!4d107.1545095!16s%2Fg%2F11gbk4lp1k!19sChIJv9bRXsmbaS4RYcqDmG1gu1E?authuser=0&hl=id&rclk=1,Psychologist,2
Psikologi Buah Batu,Dokter,Jawa Barat,2JRR+89G,,,,,https://www.google.com/maps/place/Psikologi+Buah+Batu/data=!4m7!3m6!1s0x2e68e9faa0b11853:0x20b3eafa2fa73da1!8m2!3d-6.9591788!4d107.6409403!16s%2Fg%2F11g0_lrxnd!19sChIJUxixoPrpaC4RoT2nL_rqsyA?authuser=0&hl=id&rclk=1,Psychologist,2
"irf.psikologi (Praktik Psikolog, Konseling, Psikoterapi, Tes Psikologi)",Psikoterapis,Jawa Barat,"Perumahan Corsica Residence No.30, RT.07/RW.01",,0877-1888-8159,,,"https://www.google.com/maps/place/irf.psikologi+%28Praktik+Psikolog,+Konseling,+Psikoterapi,+Tes+Psikologi%29/data=!4m7!3m6!1s0x2e698f5b1f052b5d:0x77e05e12b55d0c0f!8m2!3d-6.2601233!4d107.0255855!16s%2Fg%2F11s5fswn52!19sChIJXSsFH1uPaS4RDwxdtRJe4Hc?authuser=0&hl=id&rclk=1",Psychologist,2
Praktek Psikolog Bogor,Psikolog,Jawa Barat,Perumahan Green dramaga residence Jl. Tegal Waru Blok B.17,,0822-9885-7810,,,https://www.google.com/maps/place/Praktek+Psikolog+Bogor/data=!4m7!3m6!1s0x2e69db367294e621:0x668ec81b8f3e7021!8m2!3d-6.5642775!4d106.6997017!16s%2Fg%2F11vb1h29pq!19sChIJIeaUcjbbaS4RIXA-jxvIjmY?authuser=0&hl=id&rclk=1,Psychologist,2
